Local Date/Time,Remote Date/Time,Unix time,Unix milliseconds,Uptime (s),Counter,Time integer seconds (s),Time nanoseconds (ns),MAG0 calibrated vector X component (uT),MAG0 calibrated vector Y component (uT),MAG0 calibrated vector Z component (uT),MAG1 calibrated vector X component (uT),MAG1 calibrated vector Y component (uT),MAG1 calibrated vector Z component (uT),MAG0 valid flag,MAG1 valid flag,MAG0 best for estimators flag,MAG1 best for estimators flag,Time integer seconds (s),Time nanoseconds (ns),MAG0 raw vector X component (uT),MAG0 raw vector Y component (uT),MAG0 raw vector Z component (uT),MAG1 raw vector X component (uT),MAG1 raw vector Y component (uT),MAG1 raw vector Z component (uT),MAG0 valid flag,MAG1 valid flag,Time integer seconds (s),Time nanoseconds (ns),CSS0 raw measurement,CSS1 raw measurement,CSS2 raw measurement,CSS3 raw measurement,CSS4 raw measurement,CSS5 raw measurement,CSS6 raw measurement,CSS7 raw measurement,CSS8 raw measurement,CSS9 raw measurement,CSS valid flag,Time integer seconds (s),Time nanoseconds (ns),Estimated ORC quaternion Q0,Estimated ORC quaternion Q1,Estimated ORC quaternion Q2,Estimated ORC quaternion Q3,Estimated body rate (ORC) X component (degps),Estimated body rate (ORC) Y component (degps),Estimated body rate (ORC) Z component (degps),
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:31:42.851,1776835902,851,423065561,2357943,1776835902,800000000,19.63,17.88,-19.38,0,0,0,True,False,True,False,1776835902,800000000,-17.88,19.63,-19.38,0,0,0,True,False,1776835902,800000000,3,3,17,15,10,11,3,17,29,115,True,1776835902,800000000,-0.3284076,-0.20728491,0.002304371,0.91320145,0.008288199,0.050954018,0.01752172,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:31:52.852,1776835912,852,423075561,2357953,1776835912,800000000,20.06,17.36,-18.82,0,0,0,True,False,True,False,1776835912,800000000,-17.36,20.06,-18.82,0,0,0,True,False,1776835912,800000000,3,3,16,15,10,12,3,17,28,114,True,1776835912,800000000,-0.3278984,-0.2029572,0.0023049775,0.9143557,0.018017301,0.050995808,0.017422922,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:32:02.851,1776835922,851,423085560,2357963,1776835922,800000000,20.650000000000002,16.96,-18.48,0,0,0,True,False,True,False,1776835922,800000000,-16.96,20.650000000000002,-18.48,0,0,0,True,False,1776835922,800000000,3,3,15,15,11,11,3,17,28,114,True,1776835922,800000000,-0.327463,-0.19862288,0.0023042087,0.915463,0.01274894,0.0485375,0.022331111,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:32:12.852,1776835932,852,423095561,2357973,1776835932,800000000,21.240000000000002,16.28,-17.77,0,0,0,True,False,True,False,1776835932,800000000,-16.28,21.240000000000002,-17.77,0,0,0,True,False,1776835932,800000000,3,3,14,14,11,11,3,16,27,114,True,1776835932,800000000,-0.3270064,-0.19423759,0.0022952459,0.9165667,0.0124871805,0.056082137,0.01724403,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:32:22.852,1776835942,852,423105561,2357983,1776835942,800000000,21.7,15.8,-17.18,0,0,0,True,False,True,False,1776835942,800000000,-15.8,21.7,-17.18,0,0,0,True,False,1776835942,800000000,3,3,14,14,12,11,3,16,26,114,True,1776835942,800000000,-0.3266333,-0.18987323,0.0024449998,0.9176137,0.009744128,0.053622194,0.029678686,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:32:32.851,1776835952,851,423115560,2357993,1776835952,800000000,22.23,15.38,-16.8,0,0,0,True,False,True,False,1776835952,800000000,-15.38,22.23,-16.8,0,0,0,True,False,1776835952,800000000,3,3,13,13,12,11,3,16,25,114,True,1776835952,800000000,-0.32630005,-0.18547261,0.0024280183,0.9186317,0.016979437,0.04617068,0.022125259,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:32:42.851,1776835962,851,423125561,2358003,1776835962,800000000,22.71,14.83,-16.18,0,0,0,True,False,True,False,1776835962,800000000,-14.83,22.71,-16.18,0,0,0,True,False,1776835962,800000000,3,3,13,12,12,10,3,16,25,114,True,1776835962,800000000,-0.32589713,-0.1810899,0.002347123,0.9196489,0.019212855,0.056218512,0.019536253,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:32:52.852,1776835972,852,423135561,2358013,1776835972,800000000,23.12,14.27,-15.55,0,0,0,True,False,True,False,1776835972,800000000,-14.27,23.12,-15.55,0,0,0,True,False,1776835972,800000000,3,3,12,11,12,10,3,14,24,114,True,1776835972,800000000,-0.32554394,-0.17684622,0.002344082,0.92059946,0.006456091,0.0462578,0.016939929,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:33:02.852,1776835982,852,423145561,2358023,1776835982,800000000,23.59,13.77,-15.030000000000001,0,0,0,True,False,True,False,1776835982,800000000,-13.77,23.59,-15.030000000000001,0,0,0,True,False,1776835982,800000000,3,3,12,11,12,9,3,13,23,114,True,1776835982,800000000,-0.32522804,-0.17244713,0.0023369624,0.9215455,0.01119849,0.048796266,0.016865158,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:33:12.850,1776835992,850,423155560,2358033,1776835992,800000000,24.02,13.23,-14.35,0,0,0,True,False,True,False,1776835992,800000000,-13.23,24.02,-14.35,0,0,0,True,False,1776835992,800000000,3,3,12,10,12,9,3,12,22,114,True,1776835992,800000000,-0.3248422,-0.16806202,0.0023641586,0.92249095,0.01595347,0.048823476,0.01678734,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:33:22.852,1776836002,852,423165561,2358043,1776836002,800000000,24.38,12.63,-13.72,0,0,0,True,False,True,False,1776836002,800000000,-12.63,24.38,-13.72,0,0,0,True,False,1776836002,800000000,3,3,11,9,12,8,3,11,21,114,True,1776836002,800000000,-0.32454324,-0.1637199,0.0023824435,0.92337704,0.01070259,0.03885615,0.02421639,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:33:32.850,1776836012,850,423175560,2358053,1776836012,800000000,24.900000000000002,12.09,-13.01,0,0,0,True,False,True,False,1776836012,800000000,-12.09,24.900000000000002,-13.01,0,0,0,True,False,1776836012,800000000,3,3,11,8,12,7,3,10,20,114,True,1776836012,800000000,-0.324269,-0.15914884,0.002442726,0.92427194,0.012949336,0.04641568,0.019185089,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:33:42.851,1776836022,851,423185561,2358063,1776836022,800000000,25.27,11.540000000000001,-12.450000000000001,0,0,0,True,False,True,False,1776836022,800000000,-11.540000000000001,25.27,-12.450000000000001,0,0,0,True,False,1776836022,800000000,3,3,11,8,12,7,3,9,19,114,True,1776836022,800000000,-0.32394275,-0.1547977,0.0025155474,0.925125,0.0052044014,0.043966662,0.02165007,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:33:52.851,1776836032,851,423195561,2358073,1776836032,800000000,25.69,11.040000000000001,-11.88,0,0,0,True,False,True,False,1776836032,800000000,-11.040000000000001,25.69,-11.88,0,0,0,True,False,1776836032,800000000,3,3,11,7,12,6,3,8,19,114,True,1776836032,800000000,-0.3236699,-0.1503336,0.002525049,0.92595625,0.002454824,0.04650543,0.01411379,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:34:02.850,1776836042,850,423205560,2358083,1776836042,800000000,25.95,10.450000000000001,-11.15,0,0,0,True,False,True,False,1776836042,800000000,-10.450000000000001,25.95,-11.15,0,0,0,True,False,1776836042,800000000,3,3,11,7,12,6,3,8,18,114,True,1776836042,800000000,-0.32336774,-0.14592245,0.0025577466,0.92676693,0.0022055905,0.046552736,0.02408843,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:34:12.851,1776836052,851,423215561,2358093,1776836052,800000000,26.310000000000002,9.86,-10.31,0,0,0,True,False,True,False,1776836052,800000000,-9.86,26.310000000000002,-10.31,0,0,0,True,False,1776836052,800000000,3,3,11,7,11,6,3,8,17,114,True,1776836052,800000000,-0.3230762,-0.14141732,0.0026209948,0.927567,0.009465232,0.04660514,0.024076553,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:34:22.851,1776836062,851,423225561,2358103,1776836062,800000000,26.61,9.36,-9.83,0,0,0,True,False,True,False,1776836062,800000000,-9.36,26.61,-9.83,0,0,0,True,False,1776836062,800000000,3,3,11,6,11,6,3,7,17,114,True,1776836062,800000000,-0.32279932,-0.13703568,0.0026586335,0.92832136,0.011727463,0.04665234,0.011569679,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:34:32.851,1776836072,851,423235561,2358113,1776836072,800000000,26.89,8.790000000000001,-9.120000000000001,0,0,0,True,False,True,False,1776836072,800000000,-8.790000000000001,26.89,-9.120000000000001,0,0,0,True,False,1776836072,800000000,3,3,11,6,11,5,3,7,17,114,True,1776836072,800000000,-0.3225204,-0.13255914,0.0027157757,0.929068,0.011486052,0.04670571,0.009065372,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:34:42.852,1776836082,852,423245562,2358123,1776836082,800000000,27.21,8.21,-8.28,0,0,0,True,False,True,False,1776836082,800000000,-8.21,27.21,-8.28,0,0,0,True,False,1776836082,800000000,4,4,11,6,11,6,3,7,17,114,True,1776836082,800000000,-0.3222844,-0.1281396,0.0026528055,0.9297701,0.006222588,0.041758083,0.014070436,
2026/5/4 下午 03:35:46.081,2026/4/22 上午 05:34:52.852,1776836092,852,423255562,2358133,1776836092,800000000,27.36,7.67,-7.73,0,0,0,True,False,True,False,1776836092,800000000,-7.67,27.36,-7.73,0,0,0,True,False,1776836092,800000000,3,3,11,6,10,5,3,7,16,114,True,1776836092,800000000,-0.32208046,-0.12368776,0.0026929602,0.9304434,0.013465899,0.044301216,0.016580896,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:35:02.851,1776836102,851,423265562,2358143,1776836102,800000000,27.64,7.11,-6.8500000000000005,0,0,0,True,False,True,False,1776836102,800000000,-7.11,27.64,-6.8500000000000005,0,0,0,True,False,1776836102,800000000,3,3,11,6,10,5,3,7,16,114,True,1776836102,800000000,-0.3219064,-0.11919792,0.0026654268,0.9310899,0.010698145,0.046851218,0.014101448,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:35:12.852,1776836112,852,423275562,2358153,1776836112,800000000,27.82,6.54,-6.29,0,0,0,True,False,True,False,1776836112,800000000,-6.54,27.82,-6.29,0,0,0,True,False,1776836112,800000000,4,4,11,6,10,6,3,6,17,114,True,1776836112,800000000,-0.3216371,-0.11479786,0.0027734584,0.93173534,0.005454041,0.041898176,0.019098869,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:35:22.852,1776836122,852,423285562,2358163,1776836122,800000000,28.150000000000002,5.93,-5.48,0,0,0,True,False,True,False,1776836122,800000000,-5.93,28.150000000000002,-5.48,0,0,0,True,False,1776836122,800000000,3,3,11,6,10,5,3,6,16,114,True,1776836122,800000000,-0.32144073,-0.11035559,0.0027036737,0.9323398,0.0076953587,0.049436435,0.019129034,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:35:32.852,1776836132,852,423295562,2358173,1776836132,800000000,28.14,5.38,-4.79,0,0,0,True,False,True,False,1776836132,800000000,-5.38,28.14,-4.79,0,0,0,True,False,1776836132,800000000,3,3,11,6,10,6,3,6,16,114,True,1776836132,800000000,-0.32119027,-0.105791435,0.002836939,0.93295485,0.0024639403,0.03948005,0.019159012,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:35:42.851,1776836142,851,423305562,2358183,1776836142,800000000,28.36,4.84,-4.14,0,0,0,True,False,True,False,1776836142,800000000,-4.84,28.36,-4.14,0,0,0,True,False,1776836142,800000000,4,4,11,6,10,6,3,7,17,114,True,1776836142,800000000,-0.320904,-0.10138238,0.0028714605,0.93354285,0.0097466735,0.054506637,0.014191896,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:35:52.852,1776836152,852,423315562,2358193,1776836152,800000000,28.59,4.23,-3.33,0,0,0,True,False,True,False,1776836152,800000000,-4.23,28.59,-3.33,0,0,0,True,False,1776836152,800000000,3,3,11,6,10,6,3,7,17,114,True,1776836152,800000000,-0.32059243,-0.0968553,0.0028645021,0.93413067,0.009544607,0.052067496,0.0042321794,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:36:02.851,1776836162,851,423325562,2358203,1776836162,800000000,28.69,3.68,-2.57,0,0,0,True,False,True,False,1776836162,800000000,-3.68,28.69,-2.57,0,0,0,True,False,1776836162,800000000,3,3,11,6,10,5,3,6,17,114,True,1776836162,800000000,-0.32039237,-0.09245743,0.002927048,0.93464476,0.0018391068,0.047102854,0.019286338,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:36:12.852,1776836172,852,423335562,2358213,1776836172,800000000,28.77,3.1,-1.96,0,0,0,True,False,True,False,1776836172,800000000,-3.1,28.77,-1.96,0,0,0,True,False,1776836172,800000000,4,4,11,6,10,6,3,7,17,114,True,1776836172,800000000,-0.32036272,-0.087958656,0.003003719,0.93508923,0.0041190935,0.049593363,0.014362285,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:36:22.853,1776836182,853,423345564,2358223,1776836182,801000000,28.82,2.56,-1.19,0,0,0,True,False,True,False,1776836182,801000000,-2.56,28.82,-1.19,0,0,0,True,False,1776836182,801000000,3,3,11,6,10,5,3,7,17,114,True,1776836182,801000000,-0.3200376,-0.08350357,0.0029861692,0.93560946,0.011405163,0.047125705,0.014405942,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:36:32.852,1776836192,852,423355562,2358233,1776836192,800000000,28.86,1.97,-0.52,0,0,0,True,False,True,False,1776836192,800000000,-1.97,28.86,-0.52,0,0,0,True,False,1776836192,800000000,3,3,11,6,10,5,3,7,17,114,True,1776836192,800000000,-0.31991062,-0.07895787,0.0030749054,0.93604714,0.011198618,0.0421555,0.016981216,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:36:42.851,1776836202,851,423365562,2358243,1776836202,800000000,28.91,1.4000000000000001,0.3,0,0,0,True,False,True,False,1776836202,800000000,-1.4000000000000001,28.91,0.3,0,0,0,True,False,1776836202,800000000,4,4,11,7,10,6,3,7,18,114,True,1776836202,800000000,-0.3197726,-0.074377574,0.0030696255,0.9364696,0.0009811535,0.042203628,0.012066995,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:36:52.852,1776836212,852,423375562,2358253,1776836212,800000000,28.94,0.87,1.06,0,0,0,True,False,True,False,1776836212,800000000,-0.87,28.94,1.06,0,0,0,True,False,1776836212,800000000,3,3,11,7,10,6,3,7,17,114,True,1776836212,800000000,-0.31966266,-0.0699094,0.003140144,0.9368508,0.013262334,0.047226842,0.019652909,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:37:02.851,1776836222,851,423385562,2358263,1776836222,800000000,28.97,0.31,1.71,0,0,0,True,False,True,False,1776836222,800000000,-0.31,28.97,1.71,0,0,0,True,False,1776836222,800000000,3,3,11,7,10,6,3,7,17,114,True,1776836222,800000000,-0.31960687,-0.065540545,0.0031437718,0.9371859,0.010514876,0.047189623,0.01725444,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:37:12.851,1776836232,851,423395562,2358273,1776836232,800000000,28.92,-0.25,2.54,0,0,0,True,False,True,False,1776836232,800000000,0.25,28.92,2.54,0,0,0,True,False,1776836232,800000000,3,3,11,6,10,5,3,7,17,114,True,1776836232,800000000,-0.31950155,-0.061103087,0.0032208045,0.93752116,-0.0047208467,0.042177707,0.01485601,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:37:22.852,1776836242,852,423405562,2358283,1776836242,800000000,28.92,-0.88,3.49,0,0,0,True,False,True,False,1776836242,800000000,0.88,28.92,3.49,0,0,0,True,False,1776836242,800000000,3,3,11,6,10,6,3,7,17,114,True,1776836242,800000000,-0.31932655,-0.05641879,0.0031710893,0.937875,0.0025425614,0.049731396,0.012458452,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:37:32.851,1776836252,851,423415562,2358293,1776836252,800000000,28.87,-1.37,4.01,0,0,0,True,False,True,False,1776836252,800000000,1.37,28.87,4.01,0,0,0,True,False,1776836252,800000000,3,3,11,6,10,5,3,7,17,114,True,1776836252,800000000,-0.31910497,-0.051767185,0.0031521046,0.9382195,0.0073127006,0.039816283,0.010046367,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:37:42.851,1776836262,851,423425562,2358303,1776836262,800000000,28.810000000000002,-1.94,4.78,0,0,0,True,False,True,False,1776836262,800000000,1.94,28.810000000000002,4.78,0,0,0,True,False,1776836262,800000000,3,3,11,6,10,6,3,7,17,114,True,1776836262,800000000,-0.31910565,-0.04725725,0.0031052188,0.9384581,-0.0029216222,0.04737121,0.010152813,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:37:52.852,1776836272,852,423435563,2358313,1776836272,800000000,28.7,-2.45,5.55,0,0,0,True,False,True,False,1776836272,800000000,2.45,28.7,5.55,0,0,0,True,False,1776836272,800000000,3,3,11,6,10,6,3,7,17,114,True,1776836272,800000000,-0.31894287,-0.04270983,0.003126006,0.93873173,0.0018535753,0.04743126,0.0052440143,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:38:02.851,1776836282,851,423445562,2358323,1776836282,800000000,28.61,-2.96,6.22,0,0,0,True,False,True,False,1776836282,800000000,2.96,28.61,6.22,0,0,0,True,False,1776836282,800000000,3,3,11,6,10,6,3,7,17,114,True,1776836282,800000000,-0.3188679,-0.038300693,0.003120302,0.9389473,0.0066254768,0.049964134,0.012828039,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:38:12.852,1776836292,852,423455563,2358333,1776836292,800000000,28.490000000000002,-3.5300000000000002,7.07,0,0,0,True,False,True,False,1776836292,800000000,3.5300000000000002,28.490000000000002,7.07,0,0,0,True,False,1776836292,800000000,3,3,12,6,10,5,3,7,17,114,True,1776836292,800000000,-0.31880584,-0.03389892,0.0030724814,0.9391383,-0.0061064684,0.039988577,0.007904466,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:38:22.851,1776836302,851,423465562,2358343,1776836302,800000000,28.35,-4.1,7.96,0,0,0,True,False,True,False,1776836302,800000000,4.1,28.35,7.96,0,0,0,True,False,1776836302,800000000,3,3,12,6,10,6,3,7,18,114,True,1776836302,800000000,-0.31868035,-0.029432444,0.0031104167,0.939331,0.003677502,0.054996815,0.005478672,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:38:32.850,1776836312,850,423475561,2358353,1776836312,800000000,28.16,-4.5600000000000005,8.46,0,0,0,True,False,True,False,1776836312,800000000,4.5600000000000005,28.16,8.46,0,0,0,True,False,1776836312,800000000,3,3,12,6,10,5,3,7,18,114,True,1776836312,800000000,-0.3186063,-0.024895722,0.0031126593,0.9394877,0.005943961,0.050008576,0.018053027,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:38:42.851,1776836322,851,423485563,2358363,1776836322,800000000,28.12,-5.16,9.31,0,0,0,True,False,True,False,1776836322,800000000,5.16,28.12,9.31,0,0,0,True,False,1776836322,800000000,3,3,13,7,10,6,3,7,18,114,True,1776836322,800000000,-0.3185738,-0.020404067,0.00308864,0.9396078,-0.0043001533,0.04502265,0.01311999,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:38:52.850,1776836332,850,423495562,2358373,1776836332,800000000,27.86,-5.7,10.15,0,0,0,True,False,True,False,1776836332,800000000,5.7,27.86,10.15,0,0,0,True,False,1776836332,800000000,3,3,13,7,10,6,3,7,18,114,True,1776836332,800000000,-0.31861588,-0.015938953,0.0030854875,0.9396807,0.0029339371,0.04250021,0.01569582,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:39:02.850,1776836342,850,423505562,2358383,1776836342,800000000,27.55,-6.21,10.77,0,0,0,True,False,True,False,1776836342,800000000,6.21,27.55,10.77,0,0,0,True,False,1776836342,800000000,3,3,13,7,10,6,3,8,19,114,True,1776836342,800000000,-0.318673,-0.011497917,0.003052932,0.9397264,-0.0023475736,0.05496203,0.018265968,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:39:12.850,1776836352,850,423515561,2358393,1776836352,800000000,27.3,-6.72,11.47,0,0,0,True,False,True,False,1776836352,800000000,6.72,27.3,11.47,0,0,0,True,False,1776836352,800000000,3,3,13,8,10,6,3,8,19,114,True,1776836352,800000000,-0.31865528,-0.0070372946,0.0030342648,0.9397767,0.009874395,0.05493174,0.018331686,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:39:22.850,1776836362,850,423525562,2358403,1776836362,800000000,27.12,-7.23,12.22,0,0,0,True,False,True,False,1776836362,800000000,7.23,27.12,12.22,0,0,0,True,False,1776836362,800000000,3,3,14,8,10,7,3,9,20,114,True,1776836362,800000000,-0.31862324,-0.002540744,0.0030253252,0.93981034,-0.00040132843,0.049906377,0.02088544,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:39:32.850,1776836372,850,423535561,2358413,1776836372,800000000,26.82,-7.7700000000000005,12.92,0,0,0,True,False,True,False,1776836372,800000000,7.7700000000000005,26.82,12.92,0,0,0,True,False,1776836372,800000000,3,3,14,9,10,7,3,9,21,114,True,1776836372,800000000,-0.31856677,0.0021240024,0.0030688692,0.93983084,-0.008151154,0.047411256,0.020938491,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:39:42.851,1776836382,851,423545562,2358423,1776836382,800000000,26.490000000000002,-8.27,13.71,0,0,0,True,False,True,False,1776836382,800000000,8.27,26.490000000000002,13.71,0,0,0,True,False,1776836382,800000000,3,3,14,9,10,7,3,11,22,114,True,1776836382,800000000,-0.31847084,0.006676337,0.002980669,0.9398424,0.0016186035,0.049938183,0.010977543,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:39:52.850,1776836392,850,423555562,2358433,1776836392,800000000,26.16,-8.76,14.41,0,0,0,True,False,True,False,1776836392,800000000,8.76,26.16,14.41,0,0,0,True,False,1776836392,800000000,3,3,15,10,10,8,3,10,24,114,True,1776836392,800000000,-0.31835103,0.011164576,0.0029700133,0.9398403,0.0039010185,0.049964666,0.01602333,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:40:02.851,1776836402,851,423565562,2358443,1776836402,800000000,25.82,-9.31,15.06,0,0,0,True,False,True,False,1776836402,800000000,9.31,25.82,15.06,0,0,0,True,False,1776836402,800000000,3,3,15,10,11,8,3,11,24,114,True,1776836402,800000000,-0.3184113,0.015694365,0.002949063,0.93975574,0.0036819826,0.039984602,0.013573987,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:40:12.851,1776836412,851,423575562,2358453,1776836412,800000000,25.52,-9.83,15.85,0,0,0,True,False,True,False,1776836412,800000000,9.83,25.52,15.85,0,0,0,True,False,1776836412,800000000,3,3,16,11,11,8,3,12,26,114,True,1776836412,800000000,-0.31833568,0.020314759,0.0029960724,0.9396928,0.0034687922,0.047523238,0.016120007,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:40:22.851,1776836422,851,423585562,2358463,1776836422,800000000,25.11,-10.31,16.57,0,0,0,True,False,True,False,1776836422,800000000,10.31,25.11,16.57,0,0,0,True,False,1776836422,800000000,3,3,16,11,11,9,3,13,27,114,True,1776836422,800000000,-0.31838784,0.024917576,0.0029845478,0.93956476,0.0032452121,0.050063033,0.016177379,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:40:32.850,1776836432,850,423595562,2358473,1776836432,800000000,24.77,-10.83,17.150000000000002,0,0,0,True,False,True,False,1776836432,800000000,10.83,24.77,17.150000000000002,0,0,0,True,False,1776836432,800000000,3,3,17,12,11,9,3,14,28,114,True,1776836432,800000000,-0.3184292,0.029383045,0.0029435325,0.93942183,-0.0019729764,0.05010097,0.01872779,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:40:42.851,1776836442,851,423605562,2358483,1776836442,800000000,24.38,-11.32,17.94,0,0,0,True,False,True,False,1776836442,800000000,11.32,24.38,17.94,0,0,0,True,False,1776836442,800000000,3,3,17,13,11,10,3,15,30,114,True,1776836442,800000000,-0.31848204,0.033906657,0.002973716,0.9392517,-0.0021791519,0.04763516,0.016281933,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:40:52.850,1776836452,850,423615562,2358493,1776836452,800000000,23.92,-11.78,18.580000000000002,0,0,0,True,False,True,False,1776836452,800000000,11.78,23.92,18.580000000000002,0,0,0,True,False,1776836452,800000000,3,3,17,15,11,11,3,16,32,114,True,1776836452,800000000,-0.31845185,0.038420778,0.00295871,0.9390889,0.012617759,0.05768243,0.013835404,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:41:02.851,1776836462,851,423625563,2358503,1776836462,800000000,23.56,-12.24,19.19,0,0,0,True,False,True,False,1776836462,800000000,12.24,23.56,19.19,0,0,0,True,False,1776836462,800000000,3,3,18,16,12,12,3,18,34,114,True,1776836462,800000000,-0.31854177,0.042992137,0.0029647215,0.9388612,-9.0515015E-05,0.045228664,0.021387773,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:41:12.852,1776836472,852,423635563,2358513,1776836472,800000000,23.04,-12.76,19.91,0,0,0,True,False,True,False,1776836472,800000000,12.76,23.04,19.91,0,0,0,True,False,1776836472,800000000,3,3,18,18,12,13,3,19,36,114,True,1776836472,800000000,-0.318612,0.047565475,0.002935694,0.93861765,-0.0028024095,0.04777524,0.01394474,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:41:22.851,1776836482,851,423645562,2358523,1776836482,800000000,22.55,-13.23,20.59,0,0,0,True,False,True,False,1776836482,800000000,13.23,22.55,20.59,0,0,0,True,False,1776836482,800000000,3,3,18,20,12,14,3,21,38,114,True,1776836482,800000000,-0.31867322,0.052044168,0.0030332843,0.9383596,0.00200207,0.05032161,0.014021908,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:41:32.851,1776836492,851,423655562,2358533,1776836492,800000000,22.06,-13.69,21.13,0,0,0,True,False,True,False,1776836492,800000000,13.69,22.06,21.13,0,0,0,True,False,1776836492,800000000,3,3,17,21,12,15,3,24,41,114,True,1776836492,800000000,-0.31880087,0.05659942,0.0030495215,0.93805265,-0.0032136566,0.052860633,0.016593266,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:41:42.851,1776836502,851,423665563,2358543,1776836502,800000000,21.7,-14.18,21.830000000000002,0,0,0,True,False,True,False,1776836502,800000000,14.18,21.7,21.830000000000002,0,0,0,True,False,1776836502,800000000,3,3,17,23,13,17,3,25,43,114,True,1776836502,800000000,-0.3189139,0.061004806,0.0030156155,0.937738,0.0065706056,0.045384094,0.01915778,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:41:52.851,1776836512,851,423675563,2358553,1776836512,800000000,21.09,-14.620000000000001,22.45,0,0,0,True,False,True,False,1776836512,800000000,14.620000000000001,21.09,22.45,0,0,0,True,False,1776836512,800000000,3,3,16,24,14,18,3,27,46,114,True,1776836512,800000000,-0.31898245,0.06542046,0.0030990557,0.93741655,0.0013821122,0.045379028,0.024230113,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:42:02.851,1776836522,851,423685563,2358563,1776836522,800000000,20.62,-15.200000000000001,22.98,0,0,0,True,False,True,False,1776836522,800000000,15.200000000000001,20.62,22.98,0,0,0,True,False,1776836522,800000000,3,3,15,25,16,19,3,29,47,114,True,1776836522,800000000,-0.31908056,0.069901705,0.0031442698,0.93706,-0.0013044073,0.04788472,0.0018086928,
2026/5/4 下午 03:35:46.083,2026/4/22 上午 05:42:12.851,1776836532,851,423695563,2358573,1776836532,800000000,20.150000000000002,-15.57,23.54,0,0,0,True,False,True,False,1776836532,800000000,15.57,20.150000000000002,23.54,0,0,0,True,False,1776836532,800000000,3,3,14,25,17,20,3,31,48,114,True,1776836532,800000000,-0.3191384,0.07441136,0.0031255945,0.9366931,0.0009907612,0.055389516,0.016877098,
